,title,author,content,price,grade,genre
1001,천잠비룡포 9,"
한백림 저
        ","



천상천하 유아독존!! 새로운 무림 최강 전설의 탄생!!천잠비룡황, 달리 비룡제라 불리는 남자.그는 누군가의 명령을 받고 움직이는 남자가 아니다.그는 자신의 적을 앞에 두고 물러나는 남자가 아니다.그는 자신의 이름 안에 있는 자들의 원한을 결코 잊는 남자가 아니다.그 누구보다도 결정적이고 파괴력있는 면모를 지닌 남자.황(皇)이며, 제(帝). 그것은 아무나 지닐 수 있는 칭호가 아니다.그는 제천의 이름으로도 제어할 수가 없는 남자였다. 무적의 갑주를 몸에 두르고 가로막은 자에게 광극의 진가를 보여준다. 천잠비룡포.                    


","8,100",9.0,SF
1002,얼터드 카본 2,"
리처드 모건 저/유소영 역
        ","



하드코어 사이버펑크와 하드보일드 탐정소설이 25세기의 지구를 바탕으로 펼쳐진다!『얼터드 카본』은 인간의 영혼을 담는 저장 장치를 뜻한다. 인간의 정신과 기억을 저장 장치인 칩에 담고 육체를 마음대로 옮겨 다니며 영생을 누리는 미래의 지구를 무대로 어느 대부호의 자살 사건을 수사하게 된 특파부대 요원의 숨막히는 추적극을 담았다. 하드보일드 탐정 소설과 초기 사이버 펑크 소설들의 특성을 절묘하게 결합하여, 상상을 뛰어넘는 미래세계의 모습을 그려내었고, 마치 초현대적 뱀파이어 소설을 보는 듯한 느낌을 전해준다. 25세기의 지구는 설득력 있는 모습으로 다가오고, 물질적 육체와 자아의 관계, 스스로를 법 위의 존재로 인식하는 부자들의 사고 방식 등의 문제를 적절하게 다루었다.                    




 책의 일부 내용을 미리 읽어보실 수 있습니다. 미리보기


","9,000",7.8,로맨스
1003,얼터드 카본 1,"
리처드 모건 저/유소영 역
        ","



하드코어 사이버펑크와 하드보일드 탐정소설이 25세기의 지구를 바탕으로 펼쳐진다!『얼터드 카본』은 인간의 영혼을 담는 저장 장치를 뜻한다. 인간의 정신과 기억을 저장 장치인 칩에 담고 육체를 마음대로 옮겨 다니며 영생을 누리는 미래의 지구를 무대로 어느 대부호의 자살 사건을 수사하게 된 특파부대 요원의 숨막히는 추적극을 담았다. 하드보일드 탐정 소설과 초기 사이버 펑크 소설들의 특성을 절묘하게 결합하여, 상상을 뛰어넘는 미래세계의 모습을 그려내었고, 마치 초현대적 뱀파이어 소설을 보는 듯한 느낌을 전해준다. 25세기의 지구는 설득력 있는 모습으로 다가오고, 물질적 육체와 자아의 관계, 스스로를 법 위의 존재로 인식하는 부자들의 사고 방식 등의 문제를 적절하게 다루었다.                    




 책의 일부 내용을 미리 읽어보실 수 있습니다. 미리보기


","9,000",10.0,추리/미스터리
1004,비뢰도 24,"
검류혼 저
        ","



""이십 세 초반의 괴짜 청년 비류연. 그가 고아가 된 열 살 무렵, 사부를 만나면서 무림의 세계와 접하게 된다. 우연히 천무학관 관 도들을 만나면서 비류연의 운명은 바뀌게 되는데…. 묵금과 비뢰 의 향을 타고 무림에 나타난 비류연과 괴짜 사부, 마지막 순간까 지 예측할 수 없는 절대무공과 기행의 어드벤처가 시작된다. 검류혼 장편 신무협 판타지 소설 『비뢰도』 제54권 신마가의 남자들""                    


","7,200",8.0,판타지
1005,부부 탐정,"
애거사 크리스티 저
        ","



1929년작.『비밀 결사』의 명콤비 토미와 터펜스는 결혼해 베레스퍼드 부부가 되었다. 이제 그들은 단조로운 결혼 생활 속에서 흥미진진했던 과거를 그리워하며 사는 중이다. 그런 만큼 정보부의 옛 ‘대장’ 카터가 찾아와 탐정 사무소를 운영하는 한편 비밀 작전을 도와 달라고 했을 때 그들이 쌍수를 들어 반긴 것은 당연한 일이었다. 그리하여 ‘어떤 사건이든 24시간 내에 해결’이라는 표어 아래 유명 추리 소설 주인공들을 흉내 내어 사건을 해결하는 베레스퍼드 부부! 추리력과 행동력을 함께 갖춘 최강의 부부 탐정이 왔다!                    


","9,000",8.6,로맨스
1006,을지문덕전,"
신채호 저
        ","



민족사학자 단재 신채호가 들려주는 우리 민족의 영웅 이야기를 담은 책으로 신채호의 고대사 관련 저술 <을지문덕전>을 편역하였다. 이 책은 크게 세 부분으로 이루어져 있다. 지금부터 약 100년 전(1908년)에 단행본으로 출간된 <을지문덕>과, 일제의 식민지 지배하에 있을 때 <조선일보>에 연재되었던 <조선상고사>의 일부 (제9편, 살수전쟁), 그리고 편역자가 고구려의 상대방인 수나라의 사정을 알 수 있도록 <자치통감>, <수서(隋書)> 등에서 가려 뽑아 번역한 부분으로 되어 있다. 신채호 선생께서 쓰신 것은 원래 본서 전체의 1/3 정도인데, 선생께서 100년 전에 쓰신 원고를 편역자에게 남겨주고 돌아가셨다고 가정하고 현대의 독자들을 위해 교열하는 자세로 번역작업을 하였으며, 나머지 2/3는 편역자가 중국의 사서에서 관련 내용을 가려 뽑아 직접 번역한 것이다.                     




 책의 일부 내용을 미리 읽어보실 수 있습니다. 미리보기


","9,000",9.4,판타지
1007,비뢰도 18,"
검류혼 저
        ","



""이십 세 초반의 괴짜 청년 비류연. 그가 고아가 된 열 살 무렵, 사부를 만나면서 무림의 세계와 접하게 된다. 우연히 천무학관 관 도들을 만나면서 비류연의 운명은 바뀌게 되는데…. 묵금과 비뢰 의 향을 타고 무림에 나타난 비류연과 괴짜 사부, 마지막 순간까 지 예측할 수 없는 절대무공과 기행의 어드벤처가 시작된다. 검류혼 장편 신무협 판타지 소설 『비뢰도』 제46권 신마가의 남자들""                    


","7,200",10.0,로맨스
1008,예고 살인,"
애거사 크리스티 저
        ","

 




'살인 예고, 10월 29일 금요일 오후 6시 30분, 리틀 패덕스에서 살인이 일어날 예정. 여러분, 이 예고를 꼭 믿으시오.' 이 예고에도 불구하고 13명의 손님들은 멍청하게 살인현장을 바라보고 있어야 했다. 육체적인 고통과 사람들의 차가운 냉대 속에서 차곡차곡 쌓인 잔인한 복수심. 누구도 거부하지 못할 부드럽고 달콤한 죽음의 손길. 사람들은 죽음의 공포에 떨면서도 어쩔 수 없이 범인이 짜놓은 치밀한 살인극 속으로 발길을 집어넣고 만다. 애거서 크리스티의 분신이라고 하는 마플 양이 낮은 목소리로 범인을 지적하는 순간, 독자들은 짜릿한 흥분속에 젖어들 것이다.                    


","5,400",9.3,판타지
1009,누명,"
애거사 크리스티 저
        ","

 




2남 3녀의 한 가족에서 어머니가 살해당하고 작은 아들이 범인으로 재판받아 감옥에서 죽었다. 그러나 2년 뒤에 작은 아들의 알리바이가 증명되었다. 그렇다면.............. 이제는 시간이 너무 흘러 범인을 밝혀내기가 불가능하게 되었다. 행복했던 가족은 서로를 가는 눈으로 살펴보며 커피를 마실 때마다 그 쓴 맛을 의심하게 되고, 부지깽이만 보아도 더럭 겁이 나게 되었다. 죽은 이의 누명은 벗겨졌지만, 살아있는 사람들은 누명보다 더한 고통 속에서 살아야 한다. 의심, 또 의심. 드디어 참지 못하고 살인이 벌어진다.......                    


","5,400",9.4,역사
1010,복수의 여신,"
애거사 크리스티 저
        ","

 




도무지 있을 법하지 않은 여행에의 초대 - 마플양은 죽은 사람에게서 초대되어 여행을 떠난다. 관광버스 안에는 여러 계층의 승객들이 타고 있다. 그들 중에서 무슨 사건이 벌어지는 것인지........? 아니면 모두들 어떤 목적하게 함께 여행하고 있는 것인지..........? 마플양은 '네미시스'(복수의 여신)라는 암호만 간직한 채 그들을 묵묵히 바라만 보고 있는데 한 사람씩 그녀에게 접근해 온다. 그들은 무슨 비밀을 간직하고 있을까.........?                    


","5,400",9.8,로맨스
1011,다시 한번 아이돌 9,"
틴타 저
        ","



#No환승 #No휴덕 #저세상주접킹양산소울 가득 B급 감성부터 소름 돋는 대형 군무까지돌덕들의 빛과 소금이 될 그 아이돌이 온다!화상을 입고 아이돌의 꿈을 포기한10년 차 연습생 서현우트레이너로서 유명 돌들을 양성하던 중갑작스럽게 데뷔 전으로 돌아가다!회귀자 짬밥으로 무사히 데뷔해크로노스를 스타덤에 올려놓은 그는무대마다 뜻밖의 주목을 받으며연예계의 중심에 서기 시작하는데……!숨길 수 없는 반전 매력 무대의 향연!그가 무대에 설 때 역대급 라이브가 펼쳐진다!                    


","7,200",8.2,로맨스
1012,산에 스며든 초롱 3,"
스파클라 저
        ","



꿈에 한발 다가서기 무섭게 위기가 덮쳤다.초롱은 그와 함께 회사 행사장에서 돌아오는 길에 끔찍한 교통사고를 목격하게 된다.아빠가 사고 났던 때와 너무나 비슷한 현장을 보며 무너져 내린다.“난 그런 거 몰라요. 하지만 2차 사고가 얼마나 무서운 건지는 너무 잘 알아요. 난 이산 씨가 위험한 거 싫어요. 신고하면 되잖아요. 경찰도 구급대도 바로 올 거예요. 그러니까 제발…… 제발. 그냥 가요.”결국 함께 위기를 헤쳐 나가지만,초롱은 타인을 도우려는 그를 막아섰다는 죄책감과 더불어아빠와 너무도 닮아 있는 그의 모습에엄마와 같은 삶을 살게 될까 두렵고 무서운 마음이 스며들었다.내면의 혼란을 겪는 초롱의 마음을 알 리 없는 산은자신을 밀어내는 초롱이 낯설지만, 인내하며 한결같은 마음으로 그녀를 위한다.하늘은 스스로 돕는 자를 돕는다고 했던가. 드디어 희망의 불씨가 되살아났다.그녀에게도, 그녀의 아버지에게도, 그리고…… 우리에게도.                    


","9,900",7.5,역사
1013,산에 스며든 초롱 2,"
스파클라 저
        ","



그의 손을 잡았다.어렵게 마음의 문을 연 초롱은다정하고 생각이 깊은 산에게 속수무책으로 빠져들었다.“하이산 씨는 참 이상한 사람이에요. 자꾸 움직여 마음을. 자꾸 말랑하게 만들어요. 마음을.”마치 둘의 사랑을 시기하듯 초롱의 마음을 어지럽히는 일이 하나둘 생겨나지만,그마저도 산의 깊은 사랑 앞에서는 아무런 문제가 되지 않았다.“그런 건 몰라도 돼. 지금까지처럼 다른 사람들의 관심은 들여다볼 필요 없어. 너는 내가 보내는 눈빛, 내가 보여 주는 마음에만 예민하면 돼. 알았어?”행복한 나날을 보내던 산은 그녀가 포기한 꿈을 되찾아 주고 싶었다.초롱이 다시 피아노 앞에 앉기를 희망하며 그녀를 설득한다.“세상은 네 생각만큼이나 객관적이고 현실적 기준으로만 돌아가지는 않아. 네가 조금만 생각을 바꾼다면 방법은 얼마든지 생각해 볼 수 있어. 시도해 보지도 않고 단지 객관적 근거로 판단해 모든 걸 결정짓고 지레짐작으로 포기해 버리면 기적은 일어나지 않아.”초롱은 오랜 기간 잊고 지낸 꿈에 다가서기에는너무 늦었다는 생각에 번민하게 되는데,“믿어. 무게는 나눌수록 한결 가벼워진다는 걸. 너한테는 그 누구보다 든든한 네 동생 초원이도 있고, 능력 출중한 애인도 있잖아. 우리를 좀 믿어 보라고. 응?”초롱의 가슴에 희망의 씨앗이 피어올랐다.                    


","9,900",6.5,역사
1014,예지몽으로 히든랭커 8,"
이현비 저
        ","



게임 판타지의 강자 ‘이현비’ 작가의 신작!『예지몽으로 히든랭커』 암담한 미래를 예지몽으로 꾼 가난한 대학생 가온가상현실 게임만이 유일한 기회란 걸 깨닫고 예지몽 속 정보로 고물상에 버려진 캡슐을 구하지만……-초월 시스템 접속을 축하합니다!-초월자 후보로 선정된 귀하는 &$%@F%K$……!시험 삼아 캡슐에 들어간 순간 이상한 소리와 함께온몸에 끔찍한 통증이 느껴지고간신히 탈출하니…… 엥? 환골탈태가 되었다?!예지몽 덕에 소심한 아싸에서 히든 던전까지 집어삼키는 랭커가 되기까지 게임의 모든 것을 즐겨라!                    


","7,200",8.7,판타지
1015,신데렐라 포장마차 3,"
정가일 저
        ","



보물의 나라 대한민국을 흔들기 위해 그들이 소리 없이 움직이기 시작했다!!얽히고설킨 애증의 관계, 주요 등장인물들이 숨기고 있는 과거, 시리즈 전체를 움직이는 거대한 음모가 한국과 프랑스를 무대로 펼쳐지는 ‘신포’ 시리즈는 근래 보기 드문 가장 지적인 추리소설이다! 추리소설의 본령에 충실한 글쓰기를 고수해온 작가 정가일. 『신데렐라 포장마차』는 그가 자신의 작가적 역량을 쏟아부은 에피소드 중심의 연작소설이다. 프랑스 음식을 소재로 큰 줄거리를 따라가는 이 이야기에서는 개성 있는 인물들이 등장하여 서로 협력하고 때로 갈등하면서 미스터리를 풀어간다. 미스티 아일랜드에서 선보이는 그 세 번째 이야기 「고독의 문」은 2017년에 출간된 첫 번째 이야기 『신데렐라 포장마차 1』과 2020년에 출간된 『신데렐라 포장마차 2』에 이은 것이다. 1권에서 ‘콩소메’ ‘뵈프 부르기뇽’ ‘물 마리니에르’라는 프랑스 요리가 주 메뉴로 소개되면서 시리즈의 서막을 열었다면, 2권에서는 서대기를 주 재료로 하는 ‘솔 베로니크’와 빛나는 칵테일이라는 뜻의 ‘글로우 칵테일’이 또 다른 주인공으로 등장한다. 2021년에 선보이는 3권의 메뉴는 ‘슈크루트 가르니’이다. 이 요리를 소재로 대접하는 이와 대접받는 이 사이에서 끔찍한 사건이 발생하고, 신포 시리즈를 끌고 가는 어벤저스 김건·신영규·김정호·복승아·소주희는 이번에도 지혜와 추리력을 모아 사건을 해결한다. 세대를 뛰어넘어 얽힌 인간관계, 주요 인물들이 숨기고자 하는 과거, 시리즈 전체를 관통하는 거대한 음모의 해결점을 찾아 고군분투하는 ‘신포’ 시리즈의 세 번째 이야기 「고독의 문」. 단언컨대 보기 드문 지적유희와 함께 ‘본격’과 ‘정통’의 맛을 음미하게 될 것이다.                     




 책의 일부 내용을 미리 읽어보실 수 있습니다. 미리보기


","13,500",9.4,판타지
1016,이것이 법이다 113,"
자카예프 저
        ","



나쁜 놈에게 쫓기고 있으신가요?법적으로 곤란한 일이 있으신가요?그렇다면 찾으세요!기적의 승률 95.85%, 최연소 변호사 노형진을!불리한 소송을 맡았다가 국정원에 살해당한 노형진정신을 차려 보니 중 2로 돌아간 데다사이코메트리 능력까지 생겼다!학교 폭력 사건을 법률 지식으로 해결해 버린 그는미래에 똑같은 최후를 맞지 않기 위해최연소 변호사의 길을 걷기 시작하는데……후계자 친자 확인부터 합법적인 절세 방법까지진정한 정의를 실현하는 방식(?)을 보여 드립니다!꽉 막힌 현실을 시원하게 뚫어 줄자카예프표 법률 판타지, 大개막!                    


","7,200",9.0,판타지
1017,"결혼, 해 줄래요?","
하지연 저
        ","



“아. 혹시 그 대국여고 방만희?”만희가 천천히 고개를 끄덕였다. 아주 곤란하다는 듯이.“이제 알아보셨구나. 대국남고 이지혁 맞죠?”대국남고의 인기남 이지혁.공부도 잘하고, 운동도 잘하고, 얼굴도 잘생겨서여학생들의 마음을 설레게 했던 그 사람.첫사랑을 다시 만났다.그 시절 무척 좋아했던 아이.그 아이가 제 아들을 데리고 만희의 삶으로 다시 뛰어들었다.“만희야, 너 나랑, 만나 볼래?”“…….”“염치없다고 생각할 수는 있어. 그런데 나는 물어보고 싶어.망설이다 놓쳐 버리고 싶지 않으니까.”나이가 들어 제법 어른인 척 똑똑해진 척무언가를 계산하고 살고 있다고 해서 달라진 것이 있을까?그냥 그렇게 해 봐도 되는 건 아닐까?제 가슴을 따라가는 결정을 다시 한번 해 봐도 되지 않을까?“나 지금 무척 애태우고 있어. 그거 엄청 낭만적이야.”그의 미소가 달처럼 은은하고 아름다웠다.                    


","8,100",8.0,로맨스
1018,재능 먹는 플레이어 6,"
갈드 저
        ","



유재무죄 무재유죄!지금 지구는 大플레이어 시대!재능충만 인정받는 더러운 헌터민국!하루하루 힘겹게 버텨 가던 무재능 인간 영민하지만 오늘은 정말 재수가 없었다마왕과 SSS급 태양의 기사 라실그들의 최후 결전에 휘말린 영민얼떨결에 마왕의 해골바가지를 지르밟고라실을 살리려다 도리어 막타(?)를 치고 마는데……“어? 어??? 어!!!!”[재능 탐욕 SSS를 각성하셨습니다.][재능 마왕 SSS, 세계수 SSS를 포식합니다.][이제부터 해당 재능들이 가진 힘을 사용할 수 있습니다.]유재능을 넘어 트리플 SSS급 플레이어 영민그의 숨 가쁜 재능 탐식이 시작된다!                    


","7,200",9.0,SF
1019,예지몽으로 히든랭커 4,"
이현비 저
        ","



게임 판타지의 강자 ‘이현비’ 작가의 신작!『예지몽으로 히든랭커』 암담한 미래를 예지몽으로 꾼 가난한 대학생 가온가상현실 게임만이 유일한 기회란 걸 깨닫고 예지몽 속 정보로 고물상에 버려진 캡슐을 구하지만……-초월 시스템 접속을 축하합니다!-초월자 후보로 선정된 귀하는 &$%@F%K$……!시험 삼아 캡슐에 들어간 순간 이상한 소리와 함께온몸에 끔찍한 통증이 느껴지고간신히 탈출하니…… 엥? 환골탈태가 되었다?!예지몽 덕에 소심한 아싸에서 히든 던전까지 집어삼키는 랭커가 되기까지 게임의 모든 것을 즐겨라!                    


","7,200",9.0,추리/미스터리
1020,재벌 잡는 국세청 2,"
현우 저
        ","



뇌섹남 팀장님이 발부하는국세청발 정의 구현 명세서!『재벌 잡는 국세청』서울청 조사4국 3팀장 이태준,그에게 한 가지 비밀이 있다?매출 누락, 위조 장부, 조세 포탈, 횡령……회계 자료에 손을 대면 비리가 보인다!답은 알고 있어도 증거는 필수!베테랑 같은 초짜 사무관이 보여 주는경제사범들과의 치열한 머리싸움!자린고비 건물주부터 대기업 회장님까지,여러분의 비리를 탈탈 털어 드립니다!                    


","7,200",10.0,로맨스
1021,재벌 잡는 국세청 1,"
현우 저
        ","



뇌섹남 팀장님이 발부하는국세청발 정의 구현 명세서!『재벌 잡는 국세청』서울청 조사4국 3팀장 이태준,그에게 한 가지 비밀이 있다?매출 누락, 위조 장부, 조세 포탈, 횡령……회계 자료에 손을 대면 비리가 보인다!답은 알고 있어도 증거는 필수!베테랑 같은 초짜 사무관이 보여 주는경제사범들과의 치열한 머리싸움!자린고비 건물주부터 대기업 회장님까지,여러분의 비리를 탈탈 털어 드립니다!                    


","7,200",10.0,로맨스
1022,다시 태어난 야구천재 1,"
소구장 저
        ","



문피아 전체 1위에 빛나는 대작!150km/h짜리 공을 던지는 고교생이 있다?탈고교급 야구 천재의 화끈한 귀환!가혹한 혹사로 찢어져 버린 어깨머리에 맞은 공으로 망가져 버린 평형감각그리고 새로운 시작[프로젝트 리스타트를 실행합니다.][대상 : 윤현][복구 시기 : 2009년 7월 28일]폐인이 돼서도 야구를 포기하지 않던 윤현두 번째 기회를 얻었다!“이번 생은 KBO가 아닌 메이저리그다!”메이저리그를 씹어 먹는 괴물 투수 윤현그의 거침없는 질주가 시작된다!                    


","7,200",10.0,추리/미스터리
1023,수호자 시리즈 세트,"
우에하시 나호코 저/김옥희 역
        ","



국제 안데르센 상을 수상한 인류학자 우에하시 나호코!  탄탄한 문화인류학 지식을 기반으로 완성한 서정적 판타지!여러 문학상 수상과 함께 일본 판타지 문학계의 정상에 오른 우에하시 나호코의 대표작 『수호자』 시리즈 전권(전 10권)이 드디어 출간되었다. 『수호자』 시리즈는 문화인류학을 전공한 저자의 탐구 정신과 동양적인 세계관이 돋보이는 판타지 모험담이다. 섬세하게 다듬은 디테일이 인류학자 저자의 성실함과 문학성을 실감케 한다. 저자의 상상력 속에서 탄생한 여러 왕국을 배경으로, 인간 세계와 정령 세계를 넘나들며 펼쳐지는 서사극이다. 지역이나 부족을 설명하는 배경 묘사가 뛰어날 뿐만 아니라, 그 안에 담긴 건국 신화나 원주민 문화 등 민속학적인 표현 덕분에 소설이 한층 풍요롭다. 각종 문학상을 수상한 저력과 일본 판타지 문학 순위에서 스테디셀러로 상위를 지키는 진가를 확인할 수 있다.                     


","106,200",8.1,로맨스
1024,조선남자 17,"
K.석우 저
        ","



최고의 의술과 하늘의 권능을 지닌 조선의 남자생명을 살릴 수 있는 권능을 지닌 동하.하지만 그 능력으로 인해 가족들을 잃었고자신의 목숨마저도 위태로워진다.소중한 사람의 희생 속에 천공불진이 열리고하늘은 그를 21세기 대한민국으로 데려다 놓는다.인연은 대한민국에서 다시 시작된다!                    


","7,200",8.7,로맨스
1025,제왕연 10,"
지에모 저/이소정 역
        ","



네이버 시리즈 최고의 화제작 『천재소독비』그 두 번째 이야기.  기억을 되찾은 고비연!한운석과 용비야를 만나러 가다!소설뿐 아니라 원작으로 한 드라마, 오디오드라마, 웹툰으로 제작되어 폭발적인 사랑을 받았으며 중국을 넘어 한국의 독자들까지 사로잡았던 『천재소독비』. 이 이야기는 주인공 한운석과 용비야가 엄청난 소용돌이에 휘말리면서 끝을 맺었다. 이제 그들의 딸 고비연이 잃어버렸던 기억을 되찾고 모후와 부황을 구하기 위해 길을 떠난다. 권을 거듭할수록 비연의 뛰어난 지략과 용기가 빛을 발하는 『제왕연』에는 반가운 인물들이 있다. 한운석에게 충성을 맹세한 후 사라졌던 영승, 운공대륙 약귀곡의 곡주 고칠소, 운석의 호위이자 군구신의 양아버지 고북월, 그리고 귀여운 설랑 꼬맹이까지. 『천재소독비』에서 멋진 활약을 했던 인물들이 비연을 찾고 있었다. 그리고 잃어버렸던 기억을 찾은 비연과 군구신은 그들과 뜨거운 해후를 나눈다. 강인하고 아름다웠던 한운석과 지극한 사랑을 보여 주었던 용비야그들의 생사가 드디어 『제왕연』 안에서 밝혀진다.                      




 책의 일부 내용을 미리 읽어보실 수 있습니다. 미리보기


","11,700",10.0,추리/미스터리
1026,이것이 법이다 106,"
자카예프 저
        ","



나쁜 놈에게 쫓기고 있으신가요?법적으로 곤란한 일이 있으신가요?그렇다면 찾으세요!기적의 승률 95.85%, 최연소 변호사 노형진을!불리한 소송을 맡았다가 국정원에 살해당한 노형진정신을 차려 보니 중 2로 돌아간 데다사이코메트리 능력까지 생겼다!학교 폭력 사건을 법률 지식으로 해결해 버린 그는미래에 똑같은 최후를 맞지 않기 위해최연소 변호사의 길을 걷기 시작하는데……후계자 친자 확인부터 합법적인 절세 방법까지진정한 정의를 실현하는 방식(?)을 보여 드립니다!꽉 막힌 현실을 시원하게 뚫어 줄자카예프표 법률 판타지, 大개막!                    


","7,200",8.0,추리/미스터리
1027,이것이 법이다 105,"
자카예프 저
        ","



나쁜 놈에게 쫓기고 있으신가요?법적으로 곤란한 일이 있으신가요?그렇다면 찾으세요!기적의 승률 95.85%, 최연소 변호사 노형진을!불리한 소송을 맡았다가 국정원에 살해당한 노형진정신을 차려 보니 중 2로 돌아간 데다사이코메트리 능력까지 생겼다!학교 폭력 사건을 법률 지식으로 해결해 버린 그는미래에 똑같은 최후를 맞지 않기 위해최연소 변호사의 길을 걷기 시작하는데……후계자 친자 확인부터 합법적인 절세 방법까지진정한 정의를 실현하는 방식(?)을 보여 드립니다!꽉 막힌 현실을 시원하게 뚫어 줄자카예프표 법률 판타지, 大개막!                    


","7,200",8.0,로맨스
1028,만년만에 귀환한 플레이어 19,"
나비계곡 저
        ",,"7,200",10.0,추리/미스터리
1029,당신의 머리 위에 2부 2,"
박건 저
        ",,"9,900",8.0,추리/미스터리
1030,언더에이지,"
문현경 저
        ","



피바다가 된 집에 덩그러니 손목만 남아 있었다.학교에선 평판 좋은 선생님이지만 집에선 한없이 폭력적인 아버지와 폭력을 이기지 못하고 도망간 어머니. 그리고 아버지와 함께 남겨진 소아마비 환자 딸. 그러나 그 둘 마저 사라지고 집은 흥건한 피바다와 잘린 아버지의 손목만 남았다.딸의 방에는 화장품, 원피스, 피임약과 정체를 알 수 없는 보라색 알약들이 있었다. 폭력적인 가정환경과 수상한 딸의 방. 딸의 학교에서 발생한 사건사고들과 현장에서 발견된 보라색 알약. 그리고 ‘찰리’라는 수상한 이름.종로서 여성청소년과 수사팀으로 발령 받은 첫 날, 연우는 부암동 부녀 실종 사건에 투입된다. 잘린 손목 만을 남긴 채 사라진 아빠와 장애가 있는 딸, 그리고 정체를 알 수 없는 보라색 알약들. 부녀를 찾기 위해 주위 사람들을 면담하지만, 악의를 품을 만한 사람은 없어 보인다. 작지만, 가장 큰 범죄를 다루는 곳, 여성청소년과에서 일어난 이야기 『언더에이지』                    




 책의 일부 내용을 미리 읽어보실 수 있습니다. 미리보기


","12,600",8.0,로맨스
1031,이탄 5,"
쥬논 저
        ","



사대신수 시리즈 , 그 마지막 이야기!혹독한 훈련을 받고 가문을 위한 희생양으로서다른 차원으로 보내진 이탄.듀라한으로 다시 태어난 그는 신관이 되어본래 세계로 돌아갈 방법을 찾기 시작한다.                    


","7,200",8.0,로맨스
1032,녹정기 7,"
김용 저/이덕옥 역
        ","



마침내 김용 유니버스의 대미를 장식하다!국내 최초 정식 출간 완역본중국 문학의 영원한 신화 김용이 남긴 최후의 대작 『녹정기』. 새로운 무협을 향한 김용의 끝없는 실험의 종지부를 찍는 ‘위소보’라는 안티히어로를 탄생시키며 김용 유니버스의 대미를 장식했다. 청나라 최전성기를 배경으로 역사적 사건을 허구적 상상력과 절묘하게 융합한, ‘신필神筆’의 최고 경지를 이룩한 역작이다. 한국의 김용 팬들이 손꼽아 기다려온 『녹정기』의 국내 정식 출간 완역본. 청나라 초기, 패권을 쥔 만주족 황실과 명나라를 되찾으려는 한족 백성들의 항쟁이 계속되던 시대. 황실과 백성 양쪽 편을 넘나들며 화려한 언변과 번뜩이는 기지로 천하를 주름잡은 소년 위소보의 모험 활극이 펼쳐진다.                    


","11,520",8.5,로맨스
1033,녹정기 6,"
김용 저/이덕옥 역
        ","



마침내 김용 유니버스의 대미를 장식하다!국내 최초 정식 출간 완역본중국 문학의 영원한 신화 김용이 남긴 최후의 대작 『녹정기』. 새로운 무협을 향한 김용의 끝없는 실험의 종지부를 찍는 ‘위소보’라는 안티히어로를 탄생시키며 김용 유니버스의 대미를 장식했다. 청나라 최전성기를 배경으로 역사적 사건을 허구적 상상력과 절묘하게 융합한, ‘신필神筆’의 최고 경지를 이룩한 역작이다. 한국의 김용 팬들이 손꼽아 기다려온 『녹정기』의 국내 정식 출간 완역본. 청나라 초기, 패권을 쥔 만주족 황실과 명나라를 되찾으려는 한족 백성들의 항쟁이 계속되던 시대. 황실과 백성 양쪽 편을 넘나들며 화려한 언변과 번뜩이는 기지로 천하를 주름잡은 소년 위소보의 모험 활극이 펼쳐진다.                    


","11,520",8.0,로맨스
1034,녹정기 4,"
김용 저/이덕옥 역
        ","



마침내 김용 유니버스의 대미를 장식하다!국내 최초 정식 출간 완역본중국 문학의 영원한 신화 김용이 남긴 최후의 대작 『녹정기』. 새로운 무협을 향한 김용의 끝없는 실험의 종지부를 찍는 ‘위소보’라는 안티히어로를 탄생시키며 김용 유니버스의 대미를 장식했다. 청나라 최전성기를 배경으로 역사적 사건을 허구적 상상력과 절묘하게 융합한, ‘신필神筆’의 최고 경지를 이룩한 역작이다. 한국의 김용 팬들이 손꼽아 기다려온 『녹정기』의 국내 정식 출간 완역본. 청나라 초기, 패권을 쥔 만주족 황실과 명나라를 되찾으려는 한족 백성들의 항쟁이 계속되던 시대. 황실과 백성 양쪽 편을 넘나들며 화려한 언변과 번뜩이는 기지로 천하를 주름잡은 소년 위소보의 모험 활극이 펼쳐진다.                    


","11,520",9.0,로맨스
